"RED_IZO";"IČO";"Zřizovatel";"Území";"Kraj";"Okres/Obvod";"Správní úřad";"ORP";"ORP Název";"Plný název";"Zkrácený název";"Ulice";"Č. p.";"Č. or.";"Část obce";"PSČ";"Místo";"Kód RÚIAN";"Telefon";"Fax";"Email 1";"Email 2";"WWW";"Ředitel";"IZO";"Druh/Typ";"Název";"Škola - Ulice";"Škola - Č. p.";"Škola - Č. or.";"Škola - Část obce";"Škola - PSČ";"Škola - Místo";"Škola - Kód RÚIAN";"Kapacita";"Datum zahájení činnosti"
"600011925";"25272501";"5";"CZ0531";"Pardubický kraj";"Chrudim";"B53000";"5304";"Chrudim";"Bohemia - Hotelová škola a Střední pedagogická škola a Základní škola s.r.o.";"Bohemia - Hotel.škola a SPgŠ a ZŠ s.r.o.";"Víta Nejedlého";"482";;"Chrudim III";"53701";"Chrudim";"18889638";"733 712 599";;"zakladniskola@bohemia.chrudim.cz";"zakladniskola@bohemia.chrudim.cz";"http://www.stredniskola.bohemia-chrudim.cz";"Mgr. Martin Slezáček";"181095289";"G22";"Školní klub";"Palackého třída";"47";;"Chrudim IV";"53701";"Chrudim";"18893228";"38";"01.09.2018"
"600011941";"15052796";"7";"CZ0531";"Pardubický kraj";"Chrudim";"B53000";"5304";"Chrudim";"Střední odborná škola a Střední odborné učiliště technické, Třemošnice, Sportovní 322";"SOŠ a SOU technické, Třemošnice, Sportovní 322";"Sportovní";"322";;"Třemošnice";"53843";"Třemošnice";"5241022";"469 661 731";;"v.zemanova@sos-tremosnice.cz";"h.vancurova@sos-tremosnice.cz";"http://www.sos-tremosnice.cz";"Mgr. Ing. Helena Vančurová";"015052796";"C00";"Střední škola";"Sportovní";"322";;"Třemošnice";"53843";"Třemošnice";"5241022";"300";"01.09.1951"
"600011941";"15052796";"7";"CZ0531";"Pardubický kraj";"Chrudim";"B53000";"5304";"Chrudim";"Střední odborná škola a Střední odborné učiliště technické, Třemošnice, Sportovní 322";"SOŠ a SOU technické, Třemošnice, Sportovní 322";"Sportovní";"322";;"Třemošnice";"53843";"Třemošnice";"5241022";"469 661 731";;"v.zemanova@sos-tremosnice.cz";"h.vancurova@sos-tremosnice.cz";"http://www.sos-tremosnice.cz";"Mgr. Ing. Helena Vančurová";"110020162";"H22";"Domov mládeže";"Sportovní";"322";;"Třemošnice";"53843";"Třemošnice";"5241022";"80";"21.06.1996"
"600011984";"15052591";"7";"CZ0531";"Pardubický kraj";"Chrudim";"B53000";"5304";"Chrudim";"Střední průmyslová škola Chrudim";"Střední průmyslová škola Chrudim";"Čáslavská";"973";;"Chrudim IV";"53701";"Chrudim";"18901301";"602 865 631";;"sps@sps-chrudim.cz";;"http://www.sps-chrudim.cz";"Ing. František Mihulka";"015052591";"C00";"Střední škola";"Čáslavská";"973";;"Chrudim IV";"53701";"Chrudim";"18901301";"932";"01.09.1942"
"600011984";"15052591";"7";"CZ0531";"Pardubický kraj";"Chrudim";"B53000";"5304";"Chrudim";"Střední průmyslová škola Chrudim";"Střední průmyslová škola Chrudim";"Čáslavská";"973";;"Chrudim IV";"53701";"Chrudim";"18901301";"602 865 631";;"sps@sps-chrudim.cz";;"http://www.sps-chrudim.cz";"Ing. František Mihulka";"110018681";"H22";"Domov mládeže";"Čáslavská";"973";;"Chrudim IV";"53701";"Chrudim";"18901301";"168";"21.06.1996"
"600011984";"15052591";"7";"CZ0531";"Pardubický kraj";"Chrudim";"B53000";"5304";"Chrudim";"Střední průmyslová škola Chrudim";"Střední průmyslová škola Chrudim";"Čáslavská";"973";;"Chrudim IV";"53701";"Chrudim";"18901301";"602 865 631";;"sps@sps-chrudim.cz";;"http://www.sps-chrudim.cz";"Ing. František Mihulka";"110100506";"L11";"Školní jídelna";"Čáslavská";"973";;"Chrudim IV";"53701";"Chrudim";"18901301";"850";"01.07.1999"
"600011984";"15052591";"7";"CZ0531";"Pardubický kraj";"Chrudim";"B53000";"5304";"Chrudim";"Střední průmyslová škola Chrudim";"Střední průmyslová škola Chrudim";"Čáslavská";"973";;"Chrudim IV";"53701";"Chrudim";"18901301";"602 865 631";;"sps@sps-chrudim.cz";;"http://www.sps-chrudim.cz";"Ing. František Mihulka";"169101452";"L13";"Školní jídelna - výdejna";"Čáslavská";"328";;"Chrudim IV";"53701";"Chrudim";"18895085";"150";"01.09.2004"
"600011992";"60116781";"7";"CZ0522";"Královéhradecký kraj";"Jičín";"B52000";"5207";"Jičín";"Lepařovo gymnázium, Jičín, Jiráskova 30";"Lepařovo gymnázium";"Jiráskova";"30";;"Holínské Předměstí";"50601";"Jičín";"25337661";"493 533 005";"493 532 404";"skola@gymjc.cz";"chlumsky@gymjc.cz";"www.gymjc.cz";"Mgr. Miloš Chlumský";"000087131";"C00";"Střední škola";"Jiráskova";"30";;"Holínské Předměstí";"50601";"Jičín";"25337661";"528";"19.06.1996"
"600012000";"60116935";"7";"CZ0522";"Královéhradecký kraj";"Jičín";"B52000";"5207";"Jičín";"Masarykova obchodní akademie, Jičín, 17. listopadu 220";"Masarykova obchodní akademie";"17. listopadu";"220";;"Valdické Předměstí";"50601";"Jičín";"17525225";"493 532 515 ;493535125";;"sekretariat@moa-jc.cz";;"www.moa-jc.cz";"Mgr. Ondřej Švanda";"000087513";"C00";"Střední škola";"17. listopadu";"220";;"Valdické Předměstí";"50601";"Jičín";"17525225";"370";"19.06.1996"
"600012018";"64812201";"7";"CZ0522";"Královéhradecký kraj";"Jičín";"B52000";"5207";"Jičín";"Střední škola zahradnická, Kopidlno, náměstí Hilmarovo 1";"Střední škola zahradnická";"náměstí Hilmarovo";"1";;"Kopidlno";"50732";"Kopidlno";"1770993";"493 552 121";"493 552 122";"info@zahradnicka-skola-kopidlno.cz";"lenka.noskova@zahradnicka-skola-kopidlno.cz";"www.zahradnicka-skola-kopidlno.cz";"Ing. Lenka Nosková";"000087629";"C00";"Střední škola";"náměstí Hilmarovo";"1";;"Kopidlno";"50732";"Kopidlno";"1770993";"394";"19.06.1996"
"600012018";"64812201";"7";"CZ0522";"Královéhradecký kraj";"Jičín";"B52000";"5207";"Jičín";"Střední škola zahradnická, Kopidlno, náměstí Hilmarovo 1";"Střední škola zahradnická";"náměstí Hilmarovo";"1";;"Kopidlno";"50732";"Kopidlno";"1770993";"493 552 121";"493 552 122";"info@zahradnicka-skola-kopidlno.cz";"lenka.noskova@zahradnicka-skola-kopidlno.cz";"www.zahradnicka-skola-kopidlno.cz";"Ing. Lenka Nosková";"102754489";"H22";"Domov mládeže";"náměstí Hilmarovo";"114";;"Kopidlno";"50732";"Kopidlno";"1772091";"190";"19.06.1996"
"600012018";"64812201";"7";"CZ0522";"Královéhradecký kraj";"Jičín";"B52000";"5207";"Jičín";"Střední škola zahradnická, Kopidlno, náměstí Hilmarovo 1";"Střední škola zahradnická";"náměstí Hilmarovo";"1";;"Kopidlno";"50732";"Kopidlno";"1770993";"493 552 121";"493 552 122";"info@zahradnicka-skola-kopidlno.cz";"lenka.noskova@zahradnicka-skola-kopidlno.cz";"www.zahradnicka-skola-kopidlno.cz";"Ing. Lenka Nosková";"102754870";"L11";"Školní jídelna";"náměstí Hilmarovo";"1";;"Kopidlno";"50732";"Kopidlno";"1770993";"680";"19.06.1996"
"600012026";"60117001";"7";"CZ0522";"Královéhradecký kraj";"Jičín";"B52000";"5210";"Nová Paka";"Gymnázium a Střední odborná škola pedagogická, Nová Paka, Kumburská 740";"Gymnázium a SOŠ pedagogická";"Kumburská";"740";;"Nová Paka";"50901";"Nová Paka";"17562686";"493 721 320";"493 721 322";"skola@gymnp.cz";;"gymnp.cz";"Mgr. Pavel Matějovský";"000401170";"C00";"Střední škola";"Kumburská";"740";;"Nová Paka";"50901";"Nová Paka";"17562686";"502";"19.06.1996"
"600012026";"60117001";"7";"CZ0522";"Královéhradecký kraj";"Jičín";"B52000";"5210";"Nová Paka";"Gymnázium a Střední odborná škola pedagogická, Nová Paka, Kumburská 740";"Gymnázium a SOŠ pedagogická";"Kumburská";"740";;"Nová Paka";"50901";"Nová Paka";"17562686";"493 721 320";"493 721 322";"skola@gymnp.cz";;"gymnp.cz";"Mgr. Pavel Matějovský";"102754497";"H22";"Domov mládeže";"Kumburská";"1028";;"Nová Paka";"50901";"Nová Paka";"17565561";"180";"19.06.1996"
"600012026";"60117001";"7";"CZ0522";"Královéhradecký kraj";"Jičín";"B52000";"5210";"Nová Paka";"Gymnázium a Střední odborná škola pedagogická, Nová Paka, Kumburská 740";"Gymnázium a SOŠ pedagogická";"Kumburská";"740";;"Nová Paka";"50901";"Nová Paka";"17562686";"493 721 320";"493 721 322";"skola@gymnp.cz";;"gymnp.cz";"Mgr. Pavel Matějovský";"102754888";"L11";"Školní jídelna";"Kumburská";"1028";;"Nová Paka";"50901";"Nová Paka";"17565561";"560";"19.06.1996"
"600012069";"60116820";"7";"CZ0522";"Královéhradecký kraj";"Jičín";"B52000";"5207";"Jičín";"Vyšší odborná škola a Střední průmyslová škola, Jičín, Pod Koželuhy 100";"Vyšší odborná škola a SPŠ";"Pod Koželuhy";"100";;"Nové Město";"50601";"Jičín";"17436427";"493 532 686";"493 533 137";"posta@spsjc.cz";"vedeni@spsjc.cz";"http://www.prumyslovkajicin.cz";"Mgr. Lea Vojtěchová";"000087297";"C00";"Střední škola";"Pod Koželuhy";"100";;"Nové Město";"50601";"Jičín";"17436427";"700";"01.08.1996"
"600012069";"60116820";"7";"CZ0522";"Královéhradecký kraj";"Jičín";"B52000";"5207";"Jičín";"Vyšší odborná škola a Střední průmyslová škola, Jičín, Pod Koželuhy 100";"Vyšší odborná škola a SPŠ";"Pod Koželuhy";"100";;"Nové Město";"50601";"Jičín";"17436427";"493 532 686";"493 533 137";"posta@spsjc.cz";"vedeni@spsjc.cz";"http://www.prumyslovkajicin.cz";"Mgr. Lea Vojtěchová";"102754519";"H22";"Domov mládeže";"Denisova";"212";;"Valdické Předměstí";"50601";"Jičín";"17525144";"96";"01.08.1996"
"600012069";"60116820";"7";"CZ0522";"Královéhradecký kraj";"Jičín";"B52000";"5207";"Jičín";"Vyšší odborná škola a Střední průmyslová škola, Jičín, Pod Koželuhy 100";"Vyšší odborná škola a SPŠ";"Pod Koželuhy";"100";;"Nové Město";"50601";"Jičín";"17436427";"493 532 686";"493 533 137";"posta@spsjc.cz";"vedeni@spsjc.cz";"http://www.prumyslovkajicin.cz";"Mgr. Lea Vojtěchová";"102754896";"L11";"Školní jídelna";"Denisova";"212";;"Valdické Předměstí";"50601";"Jičín";"17525144";"500";"01.08.1996"
"600012069";"60116820";"7";"CZ0522";"Královéhradecký kraj";"Jičín";"B52000";"5207";"Jičín";"Vyšší odborná škola a Střední průmyslová škola, Jičín, Pod Koželuhy 100";"Vyšší odborná škola a SPŠ";"Pod Koželuhy";"100";;"Nové Město";"50601";"Jičín";"17436427";"493 532 686";"493 533 137";"posta@spsjc.cz";"vedeni@spsjc.cz";"http://www.prumyslovkajicin.cz";"Mgr. Lea Vojtěchová";"110032161";"E00";"Vyšší odborná škola";"Pod Koželuhy";"100";;"Nové Město";"50601";"Jičín";"17436427";"120";"01.08.1996"
"600012077";"60116871";"7";"CZ0522";"Královéhradecký kraj";"Jičín";"B52000";"5204";"Hořice";"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace";"SUPŠ sochařská a kamenická";"Husova";"675";;"Hořice";"50801";"Hořice";"17541107";"493 623 226";"493 623 177";"info@spsks.cz";;"http://www.spsks.cz";"Ing. Petr Malý";"000087343";"C00";"Střední škola";"Husova";"675";;"Hořice";"50801";"Hořice";"17541107";"346";"26.07.1996"
"600012077";"60116871";"7";"CZ0522";"Královéhradecký kraj";"Jičín";"B52000";"5204";"Hořice";"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace";"SUPŠ sochařská a kamenická";"Husova";"675";;"Hořice";"50801";"Hořice";"17541107";"493 623 226";"493 623 177";"info@spsks.cz";;"http://www.spsks.cz";"Ing. Petr Malý";"102754471";"H22";"Domov mládeže";"Husova";"675";;"Hořice";"50801";"Hořice";"17541107";"120";"26.07.1996"
"600012077";"60116871";"7";"CZ0522";"Královéhradecký kraj";"Jičín";"B52000";"5204";"Hořice";"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace";"SUPŠ sochařská a kamenická";"Husova";"675";;"Hořice";"50801";"Hořice";"17541107";"493 623 226";"493 623 177";"info@spsks.cz";;"http://www.spsks.cz";"Ing. Petr Malý";"102754853";"L11";"Školní jídelna";"Husova";"675";;"Hořice";"50801";"Hořice";"17541107";"400";"26.07.1996"
"600012093";"25270044";"5";"CZ0522";"Královéhradecký kraj";"Jičín";"B52000";"5207";"Jičín";"Soukromá střední škola podnikatelská - ALTMAN, s.r.o.";"Soukr. SŠ podnikatelská - ALTMAN, s.r.o.";"Na Tobolce";"389";;"Holínské Předměstí";"50601";"Jičín";"25337955";"493 535 618";"493 534 786";"kancelar@sposka.cz";;"www.sposka.cz";"Mgr. Renata Motyčková";"060115645";"C00";"Střední škola";"Na Tobolce";"389";;"Holínské Předměstí";"50601";"Jičín";"25337955";"320";"17.06.1996"
"600012107";"48623679";"7";"CZ0523";"Královéhradecký kraj";"Náchod";"B52000";"5201";"Broumov";"Gymnázium, Broumov, Hradební 218";"Gymnázium";"Hradební";"218";;"Broumov";"55001";"Broumov";"25977989";"491 521 276";"491 423 253";"info@gybroumov.cz";;"http://www.gybroumov.cz";"Mgr. Jiří Ringel";"102266239";"C00";"Střední škola";"Hradební";"218";;"Broumov";"55001";"Broumov";"25977989";"400";"19.06.1996"
"600012115";"48623687";"7";"CZ0523";"Královéhradecký kraj";"Náchod";"B52000";"5209";"Náchod";"Jiráskovo gymnázium, Náchod, Řezníčkova 451";"Jiráskovo gymnázium";"Řezníčkova";"451";;"Náchod";"54701";"Náchod";"7444141";"491 423 243";"491 423 243";"sekretariat@gymnachod.cz";"reditel@gymnachod.cz";"www.gymnachod.cz";"Pavel Škoda";"102266247";"C00";"Střední škola";"Řezníčkova";"451";;"Náchod";"54701";"Náchod";"7444141";"720";"19.06.1996"
"600012123";"48623695";"7";"CZ0523";"Královéhradecký kraj";"Náchod";"B52000";"5206";"Jaroměř";"Gymnázium  Jaroslava Žáka, Jaroměř";"Gymnázium Jaroslava Žáka";"Lužická";"423";;"Pražské Předměstí";"55101";"Jaroměř";"7282150";"491 812 498";"491 810 167";"skola@gjz.cz";"reditel@gjz.cz";"www.goajaro.cz";"Mgr. Julie Němečková";"102266255";"C00";"Střední škola";"Lužická";"423";;"Pražské Předměstí";"55101";"Jaroměř";"7282150";"540";"12.11.1996"
"600012158";"00087815";"7";"CZ0523";"Královéhradecký kraj";"Náchod";"B52000";"5206";"Jaroměř";"Střední škola řemeslná, Jaroměř, Studničkova 260";"Střední škola řemeslná";"Studničkova";"260";;"Pražské Předměstí";"55101";"Jaroměř";"7280521";"491 812 425";;"sekretariat@ssrjaromer.cz";;"http://www.ssrjaromer.cz";"Ing. Petr Valášek";"107860601";"C00";"Střední škola";"Studničkova";"260";;"Pražské Předměstí";"55101";"Jaroměř";"7280521";"405";"20.06.1996"
"600012158";"00087815";"7";"CZ0523";"Královéhradecký kraj";"Náchod";"B52000";"5206";"Jaroměř";"Střední škola řemeslná, Jaroměř, Studničkova 260";"Střední škola řemeslná";"Studničkova";"260";;"Pražské Předměstí";"55101";"Jaroměř";"7280521";"491 812 425";;"sekretariat@ssrjaromer.cz";;"http://www.ssrjaromer.cz";"Ing. Petr Valášek";"110015801";"H22";"Domov mládeže";"Studničkova";"176";;"Pražské Předměstí";"55101";"Jaroměř";"7279744";"192";"20.06.1996"
"600012247";"00189391";"6";"CZ0523";"Královéhradecký kraj";"Náchod";"B52000";"5209";"Náchod";"Evangelická vyšší odborná škola sociální a střední zdravotnická škola Náchod, školská právnická osoba";"Evangelická VOŠ sociální a SZŠ";"Kladská";"335";;"Náchod";"54701";"Náchod";"7442998";"739 440 955";;"reditel@zdravkanachod.cz";"sekretariat@zdravkanachod.cz";"http://www.zdravkanachod.cz";"Mgr. Bc. David Hanuš";"102101531";"C00";"Střední škola";"Kladská";"335";;"Náchod";"54701";"Náchod";"7442998";"380";"17.06.1996"
"600012247";"00189391";"6";"CZ0523";"Královéhradecký kraj";"Náchod";"B52000";"5209";"Náchod";"Evangelická vyšší odborná škola sociální a střední zdravotnická škola Náchod, školská právnická osoba";"Evangelická VOŠ sociální a SZŠ";"Kladská";"335";;"Náchod";"54701";"Náchod";"7442998";"739 440 955";;"reditel@zdravkanachod.cz";"sekretariat@zdravkanachod.cz";"http://www.zdravkanachod.cz";"Mgr. Bc. David Hanuš";"250014742";"E00";"Vyšší odborná škola";"Bartoňova";"1005";;"Náchod";"54701";"Náchod";"7449658";"90";"01.09.2026"
"600012271";"62028561";"5";"CZ0523";"Královéhradecký kraj";"Náchod";"B52000";"5209";"Náchod";"ACADEMIA MERCURII soukromá střední škola,  s.r.o.";"ACADEMIA MERCURII soukromá střední škola,  s.r.o.";"Smiřických";"740";;"Náchod";"54701";"Náchod";"7447019";"491 426 893";;"djarolimova@amnachod.cz";"ssharplesova@amnachod.cz";"http://www.amnachod.cz";"Mgr. Dana Jarolímová";"108024148";"C00";"Střední škola";"Smiřických";"740";;"Náchod";"54701";"Náchod";"7447019";"360";"26.07.1996"
"600012298";"64827364";"5";"CZ0532";"Pardubický kraj";"Pardubice";"B53000";"5309";"Pardubice";"AGYS - Anglické gymnázium a Střední odborná škola, s.r.o.";"AGYS - Anglické gymnázium a SOŠ, s.r.o.";"Gorkého";"867";;"Zelené Předměstí";"53002";"Pardubice";"7697783";"466 303 083";;"info@agys.cz";;"http://www.agys.cz";"Mgr. Monika Dvořáková, Ph.D.";"061222402";"C00";"Střední škola";"Gorkého";"867";;"Zelené Předměstí";"53002";"Pardubice";"7697783";"480";"01.09.1994"
"600012301";"48161101";"7";"CZ0532";"Pardubický kraj";"Pardubice";"B53000";"5303";"Holice";"Gymnázium Dr. Emila Holuba, Holice, Na Mušce 1110";"Gymnázium Dr. Emila Holuba";"Na Mušce";"1110";;"Holice";"53401";"Holice";"25101234";"466 682 265";"466 682 266";"gyholi@gyholi.cz";"dankova@gyholi.cz";"http://www.gyholi.cz";"Mgr. Andrea Daňková";"048161101";"C00";"Střední škola";"Na Mušce";"1110";;"Holice";"53401";"Holice";"25101234";"400";"01.09.1954"
"600012301";"48161101";"7";"CZ0532";"Pardubický kraj";"Pardubice";"B53000";"5303";"Holice";"Gymnázium Dr. Emila Holuba, Holice, Na Mušce 1110";"Gymnázium Dr. Emila Holuba";"Na Mušce";"1110";;"Holice";"53401";"Holice";"25101234";"466 682 265";"466 682 266";"gyholi@gyholi.cz";"dankova@gyholi.cz";"http://www.gyholi.cz";"Mgr. Andrea Daňková";"110200489";"L11";"Školní jídelna";"Na Mušce";"1110";;"Holice";"53401";"Holice";"25101234";"340";"01.02.2000"
"600012310";"48160989";"7";"CZ0532";"Pardubický kraj";"Pardubice";"B53000";"5309";"Pardubice";"Gymnázium, Pardubice, Dašická 1083";"Gymnázium";"Dašická";"1083";;"Bílé Předměstí";"53003";"Pardubice";"7786743";"466 650 715";;"info@gypce.cz";;"http://www.gypce.cz";"Mgr. Luděk Burian";"048160989";"C00";"Střední škola";"Dašická";"1083";;"Bílé Předměstí";"53003";"Pardubice";"7786743";"1000";"21.09.1910"
"600012310";"48160989";"7";"CZ0532";"Pardubický kraj";"Pardubice";"B53000";"5309";"Pardubice";"Gymnázium, Pardubice, Dašická 1083";"Gymnázium";"Dašická";"1083";;"Bílé Předměstí";"53003";"Pardubice";"7786743";"466 650 715";;"info@gypce.cz";;"http://www.gypce.cz";"Mgr. Luděk Burian";"102842809";"L11";"Školní jídelna";"Dašická";"1083";;"Bílé Předměstí";"53003";"Pardubice";"7786743";"1400";"19.06.1996"
"600012328";"48161209";"7";"CZ0532";"Pardubický kraj";"Pardubice";"B53000";"5309";"Pardubice";"Obchodní akademie a Jazyková škola s právem státní jazykové zkoušky Pardubice, Štefánikova 325";"Obchodní akademie a JŠ s právem SJZ";"Štefánikova";"325";;"Zelené Předměstí";"53002";"Pardubice";"7693338";"466 501 684";"466 501 841";"oa@oapce.cz";;"http://www.oapce.cz";"Ing. Monika Dobešová";"048161209";"C00";"Střední škola";"Štefánikova";"325";;"Zelené Předměstí";"53002";"Pardubice";"7693338";"520";"01.09.1938"
"600012328";"48161209";"7";"CZ0532";"Pardubický kraj";"Pardubice";"B53000";"5309";"Pardubice";"Obchodní akademie a Jazyková škola s právem státní jazykové zkoušky Pardubice, Štefánikova 325";"Obchodní akademie a JŠ s právem SJZ";"Štefánikova";"325";;"Zelené Předměstí";"53002";"Pardubice";"7693338";"466 501 684";"466 501 841";"oa@oapce.cz";;"http://www.oapce.cz";"Ing. Monika Dobešová";"108042391";"F20";"Jazyková škola s právem státní jazykové zkoušky";"Štefánikova";"325";;"Zelené Předměstí";"53002";"Pardubice";"7693338";"300";"01.09.1990"
"600012352";"48161161";"7";"CZ0532";"Pardubický kraj";"Pardubice";"B53000";"5309";"Pardubice";"Střední průmyslová škola potravinářství a služeb Pardubice";"SPŠ potravinářství a služeb";"náměstí Republiky";"116";;"Zelené Předměstí";"53002";"Pardubice";"7691823";"466 530 545";"466 530 550";"sekretariat@spspas.cz";;"www.spspas.cz";"Mgr. Zdeněk Zitko";"048161161";"C00";"Střední škola";"náměstí Republiky";"116";;"Zelené Předměstí";"53002";"Pardubice";"7691823";"600";"31.05.1947"
"600012361";"00087858";"7";"CZ0532";"Pardubický kraj";"Pardubice";"B53000";"5311";"Přelouč";"Střední škola chovu koní a jezdectví Kladruby nad Labem";"Střední škola chovu koní a jezdectví";;"105";;"Kladruby nad Labem";"53501";"Kladruby nad Labem";"7547455";"466 933 829";"466 932 404";"info@skola-kladrubynl.cz";;"http://www.skola-kladrubynl.cz";"Ing. Lenka Gotthardová, CSc.";"000087858";"C00";"Střední škola";;"105";;"Kladruby nad Labem";"53501";"Kladruby nad Labem";"7547455";"144";"20.06.1996"
"600012361";"00087858";"7";"CZ0532";"Pardubický kraj";"Pardubice";"B53000";"5311";"Přelouč";"Střední škola chovu koní a jezdectví Kladruby nad Labem";"Střední škola chovu koní a jezdectví";;"105";;"Kladruby nad Labem";"53501";"Kladruby nad Labem";"7547455";"466 933 829";"466 932 404";"info@skola-kladrubynl.cz";;"http://www.skola-kladrubynl.cz";"Ing. Lenka Gotthardová, CSc.";"110015959";"H22";"Domov mládeže";;"105";;"Kladruby nad Labem";"53501";"Kladruby nad Labem";"7547455";"120";"20.06.1996"
"600012361";"00087858";"7";"CZ0532";"Pardubický kraj";"Pardubice";"B53000";"5311";"Přelouč";"Střední škola chovu koní a jezdectví Kladruby nad Labem";"Střední škola chovu koní a jezdectví";;"105";;"Kladruby nad Labem";"53501";"Kladruby nad Labem";"7547455";"466 933 829";"466 932 404";"info@skola-kladrubynl.cz";;"http://www.skola-kladrubynl.cz";"Ing. Lenka Gotthardová, CSc.";"110015967";"L11";"Školní jídelna";;"105";;"Kladruby nad Labem";"53501";"Kladruby nad Labem";"7547455";"170";"20.06.1996"
"600012379";"25262301";"5";"CZ0532";"Pardubický kraj";"Pardubice";"B53000";"5309";"Pardubice";"Střední škola řemesel a služeb Pardubice, s.r.o.";"Střední škola řemesel a služeb Pardubice, s.r.o.";"Ke Kobelnici";"110";;"Černá za Bory";"53301";"Pardubice";"7671199";"466 670 207";;"info@soupardubice.cz";;"www.soupardubice.cz";"Mgr. Zlatuše Šimonová";"041263936";"C00";"Střední škola";"Ke Kobelnici";"110";;"Černá za Bory";"53301";"Pardubice";"7671199";"104";"01.09.1992"
"600012409";"48161012";"7";"CZ0532";"Pardubický kraj";"Pardubice";"B53000";"5309";"Pardubice";"Sportovní gymnázium, Pardubice, Dašická 268";"Sportovní gymnázium";"Dašická";"268";;"Bílé Předměstí";"53003";"Pardubice";"7779577";"466 650 687";;"sgpce@sgpce.cz";"novak@sgpce.cz";"www.sgpce.cz";"PaedDr. Radim Novák";"048161012";"C00";"Střední škola";"Dašická";"268";;"Bílé Předměstí";"53003";"Pardubice";"7779577";"240";"19.06.1996"
"600012417";"62061178";"5";"CZ0532";"Pardubický kraj";"Pardubice";"B53000";"5309";"Pardubice";"DELTA - Střední škola informatiky a ekonomie, s.r.o.";"DELTA - SŠ informatiky a ekonomie, s.r.o.";"Ke Kamenci";"151";;"Bílé Předměstí";"53003";"Pardubice";"24331911";"466 611 106";;"skola@delta-skola.cz";"jiri.formanek@delta-skola.cz, jan.koupil@delta-skola.cz";"http://www.delta-skola.cz";"RNDr. Jan Koupil, Ph.D.";"044434324";"C00";"Střední škola";"Ke Kamenci";"151";;"Bílé Předměstí";"53003";"Pardubice";"24331911";"630";"01.09.1994"
"600012425";"48161063";"7";"CZ0532";"Pardubický kraj";"Pardubice";"B53000";"5309";"Pardubice";"Gymnázium, Pardubice, Mozartova 449";"Gymnázium, Pardubice, Mozartova 449";"Mozartova";"449";;"Polabiny";"53009";"Pardubice";"7796684";"466 412 839";"466 412 838";"gymozart@gymozart.cz";"reditel@gymozart.cz";"http://www.gymozart.cz";"Mgr. Petr Harbich";"110032233";"C00";"Střední škola";"Mozartova";"449";;"Polabiny";"53009";"Pardubice";"7796684";"400";"01.09.1996"
"600012425";"48161063";"7";"CZ0532";"Pardubický kraj";"Pardubice";"B53000";"5309";"Pardubice";"Gymnázium, Pardubice, Mozartova 449";"Gymnázium, Pardubice, Mozartova 449";"Mozartova";"449";;"Polabiny";"53009";"Pardubice";"7796684";"466 412 839";"466 412 838";"gymozart@gymozart.cz";"reditel@gymozart.cz";"http://www.gymozart.cz";"Mgr. Petr Harbich";"181018411";"L11";"Školní jídelna";"Mozartova";"449";;"Polabiny";"53009";"Pardubice";"7796684";"700";"01.07.2010"
"600012433";"48161179";"7";"CZ0532";"Pardubický kraj";"Pardubice";"B53000";"5309";"Pardubice";"Střední průmyslová škola chemická Pardubice";"Střední průmyslová škola chemická";"Poděbradská";"94";;"Polabiny";"53009";"Pardubice";"7793154";"464 629 668";"464 629 667";"spsch@spsch.cz";;"http://www.spsch.cz";"Ing. Markéta Tefrová";"048161179";"C00";"Střední škola";"Poděbradská";"94";;"Polabiny";"53009";"Pardubice";"7793154";"1100";"01.09.1953"
"600012433";"48161179";"7";"CZ0532";"Pardubický kraj";"Pardubice";"B53000";"5309";"Pardubice";"Střední průmyslová škola chemická Pardubice";"Střední průmyslová škola chemická";"Poděbradská";"94";;"Polabiny";"53009";"Pardubice";"7793154";"464 629 668";"464 629 667";"spsch@spsch.cz";;"http://www.spsch.cz";"Ing. Markéta Tefrová";"110200543";"L11";"Školní jídelna";"Poděbradská";"94";;"Polabiny";"53009";"Pardubice";"7793154";"1350";"01.07.2000"
"600012450";"00087840";"7";"CZ0532";"Pardubický kraj";"Pardubice";"B53000";"5311";"Přelouč";"Střední odborné učiliště zemědělské, Chvaletice, Žižkova 139";"Střední odborné učiliště zemědělské";"Žižkova";"139";;"Chvaletice";"53312";"Chvaletice";"7630590";"466 985 597";;"skola@souzchvaletice.cz";;"http://www.souzchvaletice.cz";"Mgr. Naděžda Kovářová";"000087840";"C00";"Střední škola";"Žižkova";"139";;"Chvaletice";"53312";"Chvaletice";"7630590";"280";"20.06.1996"
"600012450";"00087840";"7";"CZ0532";"Pardubický kraj";"Pardubice";"B53000";"5311";"Přelouč";"Střední odborné učiliště zemědělské, Chvaletice, Žižkova 139";"Střední odborné učiliště zemědělské";"Žižkova";"139";;"Chvaletice";"53312";"Chvaletice";"7630590";"466 985 597";;"skola@souzchvaletice.cz";;"http://www.souzchvaletice.cz";"Mgr. Naděžda Kovářová";"110015789";"H22";"Domov mládeže";"Žižkova";"139";;"Chvaletice";"53312";"Chvaletice";"7630590";"71";"20.06.1996"
